va	kind	off	aliases	symbol	type	mentions	docs
0x00e85efc	NEAR	+188	1	class PathFinder pathfinder		3	pathfinding.md
0x00e85f00	NEAR	+192	1	class PathFinder pathfinder		2	pathfinding.md
0x00e85f0c	PUB	+0	1	public: static class Random SoundGlobal::random		4	rng.md
0x00e86880	PUB	+0	1	class ConquestGame conquest_game		1	rng.md
0x00e87d3c	PUB	+0	1	public: static class Random SoundType::random		3	rng.md
0x00e8f7a8	PUB	+0	1	struct RecordGame record_game		1	replay-io.md
0x00e8f7ac	PUB	+4	1	struct RecordGame record_game		1	replay-io.md
0x00e8f7c0	PUB	+24	1	struct RecordGame record_game		4	replay-io.md
0x00e8f7e8	NEAR	+64	1	struct RecordGame record_game		3	replay-io.md
0x00e8f7ec	NEAR	+68	1	struct RecordGame record_game		1	replay-io.md
0x00e8f80c	NEAR	+100	1	struct RecordGame record_game		2	replay-io.md
0x00eb437c	PUB	+0	1	class String const EMPTY_STRING		1	binary-ground-truth.md
0x00eb697c	PUB	+0	1	class Random internal_random		11	README-LLM.md,pdb-types.md,provenance-ledger.md,replay-io.md,rng.md
0x00ecba54	NEAR	+68	1	class JukeBox juke_box		2	rng.md
0x00ee13a8	NEAR	+36	1	void **`class CSteamGameServerAPIContext & __cdecl SteamGameServerInternal_ModuleContext(void)'::`2'::ctx		2	rng.md
0x00ee1aec	NEAR	+1852	1	double `public: static double __cdecl ProfileLog::get_frequency(void)'::`2'::ffreq		2	rng.md
